GARMIN CONSOLIDATED SLEEP REPORT
===============================

Date         | Deep     | REM      | Light    | Total
2021-12-13   | 0h 44m   | 0h 13m   | 5h 24m   | 6h 59m
2021-12-14   | 0h 26m   | 1h 46m   | 6h 41m   | 9h 17m
2021-12-15   | 0h 27m   | 1h 28m   | 6h 38m   | 8h 39m
2021-12-16   | 0h 23m   | 1h 14m   | 6h 36m   | 8h 30m
2021-12-17   | 1h 12m   | 1h 33m   | 5h 16m   | 8h 51m
2021-12-18   | 0h 43m   | 0h 51m   | 7h 43m   | 9h 44m
2021-12-19   | 0h 37m   | 0h 53m   | 5h 38m   | 7h 57m
2021-12-20   | 1h 36m   | 1h 5m    | 4h 53m   | 7h 44m
2021-12-21   | 1h 27m   | 1h 42m   | 6h 35m   | 9h 44m
2021-12-22   | 1h 4m    | 0h 45m   | 6h 26m   | 8h 55m
2021-12-23   | 1h 37m   | 0h 59m   | 6h 33m   | 9h 24m
2021-12-24   | 0h 51m   | 0h 55m   | 5h 29m   | 7h 34m
2021-12-25   | 0h 0m    | 0h 0m    | 0h 0m    | 0h 0m
2021-12-27   | 0h 18m   | 0h 56m   | 5h 22m   | 6h 43m
2021-12-28   | 1h 40m   | 1h 47m   | 4h 53m   | 8h 54m
2021-12-29   | 1h 33m   | 1h 37m   | 6h 26m   | 9h 52m
2021-12-30   | 1h 4m    | 1h 17m   | 4h 57m   | 7h 42m
2021-12-31   | 1h 4m    | 0h 59m   | 7h 3m    | 9h 17m
2022-01-01   | 0h 27m   | 2h 31m   | 5h 48m   | 9h 9m
2022-01-02   | 0h 17m   | 1h 49m   | 6h 37m   | 8h 43m
2022-01-03   | 1h 1m    | 0h 25m   | 5h 36m   | 7h 22m
2022-01-04   | 0h 48m   | 2h 45m   | 4h 2m    | 7h 52m
2022-01-05   | 1h 18m   | 1h 18m   | 4h 43m   | 7h 26m
2022-01-06   | 1h 0m    | 1h 57m   | 5h 9m    | 8h 18m
2022-01-07   | 1h 20m   | 2h 22m   | 4h 17m   | 8h 5m
2022-01-08   | 0h 44m   | 2h 21m   | 5h 30m   | 9h 1m
2022-01-09   | 0h 21m   | 0h 47m   | 7h 44m   | 9h 13m
2022-01-10   | 0h 58m   | 1h 12m   | 5h 46m   | 8h 20m
2022-01-11   | 0h 47m   | 1h 45m   | 6h 12m   | 9h 2m
2022-01-12   | 1h 15m   | 2h 21m   | 5h 8m    | 9h 7m
2022-01-13   | 1h 24m   | 1h 4m    | 6h 29m   | 9h 11m
2022-01-14   | 0h 22m   | 1h 44m   | 6h 18m   | 8h 40m
2022-01-15   | 0h 29m   | 1h 40m   | 6h 25m   | 8h 54m
2022-01-16   | 0h 18m   | 2h 3m    | 6h 42m   | 9h 10m
2022-01-17   | 1h 36m   | 1h 2m    | 6h 0m    | 8h 53m
2022-01-18   | 0h 28m   | 0h 43m   | 6h 34m   | 7h 47m
2022-01-19   | 1h 45m   | 0h 36m   | 6h 28m   | 9h 20m
2022-01-20   | 1h 35m   | 0h 43m   | 6h 36m   | 9h 9m
2022-01-21   | 0h 39m   | 1h 21m   | 6h 14m   | 8h 36m
2022-01-22   | 1h 8m    | 1h 21m   | 5h 28m   | 8h 25m
2022-01-23   | 1h 15m   | 1h 55m   | 4h 48m   | 8h 28m
2022-01-24   | 1h 19m   | 1h 16m   | 5h 35m   | 8h 16m
2022-01-25   | 1h 15m   | 1h 40m   | 5h 5m    | 8h 9m
2022-01-26   | 1h 28m   | 2h 49m   | 4h 36m   | 9h 12m
2022-01-27   | 1h 33m   | 2h 1m    | 5h 49m   | 9h 46m
2022-01-28   | 0h 48m   | 1h 41m   | 7h 1m    | 9h 42m
2022-01-29   | 1h 37m   | 2h 0m    | 5h 51m   | 9h 41m
2022-01-30   | 1h 3m    | 1h 48m   | 6h 41m   | 9h 37m
2022-01-31   | 0h 33m   | 2h 0m    | 5h 52m   | 8h 58m
2022-02-01   | 0h 54m   | 1h 39m   | 6h 17m   | 9h 26m
2022-02-02   | 0h 46m   | 0h 26m   | 6h 39m   | 9h 2m
2022-02-03   | 1h 37m   | 1h 14m   | 6h 53m   | 10h 13m
2022-02-04   | 0h 53m   | 1h 34m   | 6h 4m    | 9h 11m
2022-02-05   | 0h 48m   | 2h 14m   | 6h 34m   | 9h 36m
2022-02-06   | 0h 16m   | 1h 35m   | 7h 39m   | 9h 37m
2022-02-07   | 1h 42m   | 1h 46m   | 5h 0m    | 8h 56m
2022-02-08   | 2h 19m   | 0h 25m   | 6h 57m   | 9h 52m
2022-02-09   | 1h 22m   | 1h 42m   | 5h 54m   | 9h 4m
2022-02-10   | 0h 57m   | 1h 59m   | 5h 44m   | 8h 53m
2022-02-11   | 1h 11m   | 1h 50m   | 5h 34m   | 9h 4m
2022-02-12   | 0h 25m   | 0h 55m   | 6h 21m   | 9h 12m
2022-02-13   | 1h 21m   | 1h 31m   | 5h 57m   | 9h 2m
2022-02-14   | 1h 19m   | 1h 42m   | 5h 29m   | 9h 1m
2022-02-15   | 0h 56m   | 1h 23m   | 6h 41m   | 9h 4m
2022-02-16   | 1h 37m   | 1h 43m   | 5h 50m   | 9h 15m
2022-02-17   | 0h 36m   | 2h 12m   | 6h 16m   | 9h 11m
2022-02-18   | 0h 32m   | 1h 8m    | 6h 55m   | 8h 53m
2022-02-19   | 0h 57m   | 1h 53m   | 5h 45m   | 8h 55m
2022-02-20   | 0h 46m   | 1h 10m   | 6h 33m   | 8h 38m
2022-02-21   | 0h 58m   | 0h 56m   | 6h 2m    | 8h 40m
2022-02-22   | 1h 13m   | 0h 42m   | 6h 55m   | 9h 16m
2022-02-23   | 1h 11m   | 1h 37m   | 6h 9m    | 9h 23m
2022-02-24   | 1h 29m   | 1h 24m   | 6h 29m   | 9h 33m
2022-02-25   | 0h 41m   | 1h 3m    | 8h 14m   | 10h 20m
2022-02-26   | 1h 32m   | 1h 7m    | 5h 14m   | 8h 15m
2022-02-27   | 0h 52m   | 1h 4m    | 5h 56m   | 8h 41m
2022-02-28   | 1h 13m   | 2h 35m   | 4h 56m   | 8h 50m
2022-03-01   | 0h 44m   | 1h 5m    | 7h 9m    | 9h 14m
2022-03-02   | 1h 0m    | 1h 20m   | 5h 35m   | 8h 3m
2022-03-03   | 0h 49m   | 1h 32m   | 6h 4m    | 8h 39m
2022-03-04   | 0h 42m   | 1h 12m   | 6h 38m   | 8h 54m
2022-03-05   | 0h 19m   | 1h 50m   | 6h 4m    | 8h 27m
2022-03-06   | 0h 57m   | 1h 30m   | 5h 22m   | 8h 2m
2022-03-07   | 0h 46m   | 1h 10m   | 6h 6m    | 8h 23m
2022-03-08   | 0h 52m   | 1h 58m   | 6h 7m    | 9h 9m
2022-03-09   | 1h 19m   | 2h 17m   | 5h 23m   | 9h 22m
2022-03-10   | 1h 13m   | 0h 45m   | 7h 0m    | 9h 23m
2022-03-11   | 1h 5m    | 1h 44m   | 5h 46m   | 9h 4m
2022-03-12   | 0h 58m   | 0h 56m   | 6h 12m   | 8h 15m
2022-03-13   | 0h 29m   | 0h 59m   | 6h 6m    | 8h 26m
2022-03-14   | 0h 31m   | 1h 59m   | 6h 16m   | 8h 56m
2022-03-15   | 0h 38m   | 1h 24m   | 6h 38m   | 9h 2m
2022-03-16   | 1h 21m   | 1h 45m   | 6h 14m   | 9h 26m
2022-03-17   | 1h 40m   | 1h 51m   | 4h 43m   | 8h 27m
2022-03-18   | 1h 2m    | 1h 36m   | 6h 32m   | 9h 17m
2022-03-19   | 1h 3m    | 1h 26m   | 6h 31m   | 10h 11m
2022-03-20   | 0h 14m   | 0h 57m   | 7h 43m   | 9h 16m
2022-03-21   | 0h 25m   | 1h 25m   | 7h 38m   | 9h 43m
2022-03-22   | 0h 55m   | 1h 9m    | 5h 56m   | 8h 17m
2022-03-23   | 1h 26m   | 2h 4m    | 5h 2m    | 8h 32m
2022-03-24   | 1h 13m   | 1h 34m   | 6h 7m    | 8h 58m
2022-03-25   | 0h 51m   | 0h 54m   | 6h 55m   | 8h 43m
2022-03-26   | 0h 54m   | 1h 56m   | 6h 50m   | 9h 45m
2022-03-27   | 1h 0m    | 1h 35m   | 5h 13m   | 7h 53m
2022-03-28   | 0h 38m   | 1h 30m   | 6h 33m   | 8h 52m
2022-03-29   | 1h 33m   | 0h 57m   | 6h 7m    | 9h 18m
2022-03-30   | 0h 45m   | 0h 33m   | 7h 36m   | 9h 0m
2022-03-31   | 0h 43m   | 0h 45m   | 7h 23m   | 9h 22m
2022-04-01   | 0h 20m   | 1h 4m    | 7h 41m   | 9h 13m
2022-04-02   | 1h 12m   | 0h 38m   | 6h 23m   | 8h 37m
2022-04-03   | 0h 46m   | 1h 6m    | 6h 34m   | 8h 46m
2022-04-04   | 0h 33m   | 2h 8m    | 6h 18m   | 9h 4m
2022-04-05   | 1h 26m   | 0h 54m   | 6h 1m    | 8h 36m
2022-04-06   | 0h 50m   | 1h 42m   | 6h 15m   | 8h 47m
2022-04-07   | 2h 36m   | 1h 14m   | 5h 23m   | 9h 24m
2022-04-08   | 0h 36m   | 0h 35m   | 7h 49m   | 9h 30m
2022-04-09   | 1h 2m    | 0h 47m   | 5h 17m   | 7h 49m
2022-04-10   | 0h 37m   | 1h 42m   | 6h 6m    | 8h 35m
2022-04-11   | 0h 41m   | 1h 12m   | 7h 8m    | 9h 5m
2022-04-12   | 2h 48m   | 0h 32m   | 6h 17m   | 9h 41m
2022-04-13   | 0h 59m   | 1h 42m   | 5h 24m   | 8h 15m
2022-04-14   | 0h 30m   | 1h 53m   | 6h 33m   | 9h 10m
2022-04-15   | 0h 17m   | 1h 56m   | 6h 51m   | 9h 10m
2022-04-16   | 1h 33m   | 1h 12m   | 5h 46m   | 8h 44m
2022-04-17   | 1h 2m    | 2h 10m   | 6h 22m   | 9h 40m
2022-04-18   | 1h 11m   | 2h 26m   | 5h 19m   | 9h 19m
2022-04-19   | 0h 45m   | 1h 24m   | 6h 42m   | 9h 20m
2022-04-20   | 1h 13m   | 2h 12m   | 5h 49m   | 9h 22m
2022-04-21   | 1h 12m   | 1h 39m   | 5h 58m   | 9h 4m
2022-04-22   | 1h 25m   | 2h 18m   | 4h 24m   | 8h 38m
2022-04-23   | 0h 40m   | 1h 39m   | 7h 25m   | 10h 14m
2022-04-24   | 1h 19m   | 1h 23m   | 5h 34m   | 8h 16m
2022-04-25   | 1h 0m    | 2h 36m   | 5h 31m   | 9h 14m
2022-04-26   | 0h 43m   | 0h 55m   | 6h 43m   | 8h 46m
2022-04-27   | 1h 0m    | 1h 59m   | 5h 38m   | 8h 55m
2022-04-28   | 1h 16m   | 1h 33m   | 6h 13m   | 9h 17m
2022-04-29   | 0h 22m   | 0h 55m   | 7h 17m   | 8h 55m
2022-04-30   | 1h 17m   | 1h 19m   | 6h 16m   | 9h 12m
2022-05-01   | 1h 50m   | 0h 53m   | 5h 58m   | 8h 47m
2022-05-02   | 1h 0m    | 1h 43m   | 5h 59m   | 8h 59m
2022-05-03   | 1h 28m   | 1h 36m   | 5h 53m   | 8h 57m
2022-05-04   | 0h 41m   | 1h 53m   | 6h 11m   | 8h 47m
2022-05-05   | 1h 16m   | 1h 47m   | 4h 45m   | 8h 2m
2022-05-06   | 0h 0m    | 0h 41m   | 7h 49m   | 8h 52m
2022-05-07   | 0h 36m   | 0h 52m   | 6h 57m   | 8h 31m
2022-05-08   | 0h 59m   | 0h 43m   | 6h 37m   | 8h 37m
2022-05-09   | 0h 7m    | 1h 6m    | 7h 39m   | 9h 13m
2022-05-10   | 1h 48m   | 1h 45m   | 5h 37m   | 9h 10m
2022-05-11   | 0h 43m   | 1h 49m   | 6h 47m   | 9h 33m
2022-05-12   | 1h 47m   | 1h 16m   | 5h 35m   | 8h 52m
2022-05-13   | 1h 28m   | 1h 39m   | 6h 6m    | 9h 13m
2022-05-14   | 0h 39m   | 1h 42m   | 6h 2m    | 8h 42m
2022-05-15   | 0h 35m   | 1h 39m   | 5h 57m   | 8h 30m
2022-05-16   | 0h 0m    | 1h 15m   | 7h 11m   | 8h 44m
2022-05-17   | 2h 43m   | 1h 13m   | 4h 34m   | 8h 59m
2022-05-18   | 0h 59m   | 1h 49m   | 6h 34m   | 9h 30m
2022-05-19   | 1h 1m    | 1h 40m   | 6h 24m   | 9h 24m
2022-05-20   | 0h 53m   | 2h 5m    | 5h 57m   | 9h 15m
2022-05-21   | 1h 36m   | 2h 32m   | 4h 3m    | 8h 28m
2022-05-22   | 0h 47m   | 0h 41m   | 6h 44m   | 8h 46m
2022-05-23   | 0h 55m   | 1h 29m   | 5h 43m   | 8h 34m
2022-05-24   | 1h 42m   | 1h 11m   | 5h 28m   | 9h 5m
2022-05-25   | 1h 4m    | 0h 59m   | 7h 14m   | 9h 29m
2022-05-26   | 0h 46m   | 1h 37m   | 6h 13m   | 8h 51m
2022-05-27   | 1h 6m    | 2h 5m    | 5h 25m   | 8h 43m
2022-05-28   | 0h 58m   | 1h 59m   | 4h 35m   | 7h 45m
2022-05-29   | 0h 56m   | 1h 29m   | 5h 26m   | 8h 33m
2022-05-30   | 0h 28m   | 1h 12m   | 7h 31m   | 9h 17m
2022-05-31   | 1h 29m   | 1h 34m   | 4h 27m   | 8h 3m
2022-06-01   | 1h 19m   | 1h 28m   | 5h 11m   | 8h 4m
2022-06-02   | 0h 58m   | 2h 47m   | 4h 40m   | 8h 48m
2022-06-03   | 1h 16m   | 1h 41m   | 5h 45m   | 9h 17m
2022-06-04   | 0h 40m   | 1h 36m   | 5h 42m   | 8h 1m
2022-06-05   | 1h 35m   | 1h 52m   | 4h 28m   | 8h 12m
2022-06-06   | 1h 35m   | 2h 3m    | 4h 40m   | 8h 34m
2022-06-07   | 0h 53m   | 2h 49m   | 4h 37m   | 8h 39m
2022-06-08   | 0h 48m   | 1h 13m   | 6h 30m   | 8h 55m
2022-06-09   | 1h 30m   | 1h 42m   | 5h 50m   | 9h 25m
2022-06-10   | 0h 40m   | 1h 58m   | 6h 34m   | 9h 19m
2022-06-11   | 0h 32m   | 0h 16m   | 5h 39m   | 7h 6m
2022-06-12   | 0h 54m   | 1h 13m   | 5h 15m   | 7h 32m
2022-06-13   | 1h 22m   | 2h 20m   | 5h 14m   | 9h 16m
2022-06-14   | 1h 20m   | 0h 43m   | 6h 18m   | 8h 53m
2022-06-15   | 0h 56m   | 1h 31m   | 7h 2m    | 9h 41m
2022-06-16   | 1h 24m   | 1h 35m   | 5h 22m   | 8h 22m
2022-06-17   | 0h 47m   | 0h 58m   | 7h 27m   | 9h 46m
2022-06-18   | 2h 1m    | 1h 27m   | 4h 18m   | 8h 14m
2022-06-19   | 0h 26m   | 1h 0m    | 6h 15m   | 8h 7m
2022-06-20   | 0h 44m   | 1h 11m   | 6h 43m   | 8h 54m
2022-06-21   | 2h 43m   | 1h 35m   | 4h 45m   | 9h 26m
2022-06-22   | 1h 2m    | 1h 56m   | 6h 8m    | 9h 38m
2022-06-23   | 0h 48m   | 2h 53m   | 5h 16m   | 9h 8m
2022-06-24   | 0h 42m   | 2h 12m   | 6h 24m   | 9h 30m
2022-06-25   | 1h 11m   | 1h 38m   | 5h 48m   | 8h 48m
2022-06-26   | 0h 49m   | 0h 53m   | 5h 52m   | 7h 45m
2022-06-27   | 1h 7m    | 2h 27m   | 5h 8m    | 8h 57m
2022-06-28   | 1h 3m    | 1h 56m   | 5h 55m   | 9h 11m
2022-06-29   | 1h 7m    | 2h 1m    | 5h 58m   | 9h 14m
2022-06-30   | 0h 32m   | 1h 26m   | 6h 17m   | 8h 59m
2022-07-01   | 1h 4m    | 1h 59m   | 5h 25m   | 8h 32m
2022-07-02   | 2h 37m   | 0h 24m   | 2h 55m   | 6h 47m
2022-07-03   | 2h 50m   | 0h 47m   | 3h 46m   | 7h 58m
2022-07-04   | 0h 50m   | 1h 39m   | 6h 4m    | 9h 20m
2022-07-05   | 1h 0m    | 1h 5m    | 6h 9m    | 8h 39m
2022-07-06   | 1h 8m    | 2h 1m    | 4h 29m   | 7h 40m
2022-07-07   | 0h 46m   | 0h 28m   | 6h 35m   | 7h 53m
2022-07-08   | 0h 55m   | 1h 11m   | 4h 40m   | 7h 10m
2022-07-09   | 1h 12m   | 0h 55m   | 5h 19m   | 7h 53m
2022-07-10   | 1h 23m   | 0h 50m   | 4h 32m   | 7h 2m
2022-07-11   | 0h 18m   | 1h 47m   | 6h 7m    | 8h 12m
2022-07-12   | 1h 29m   | 2h 21m   | 5h 25m   | 9h 31m
2022-07-13   | 0h 54m   | 2h 9m    | 5h 47m   | 9h 1m
2022-07-14   | 1h 24m   | 2h 45m   | 5h 28m   | 9h 47m
2022-07-15   | 0h 32m   | 1h 21m   | 7h 12m   | 9h 12m
2022-07-16   | 0h 31m   | 2h 11m   | 5h 56m   | 8h 51m
2022-07-17   | 1h 18m   | 1h 37m   | 4h 45m   | 7h 47m
2022-07-18   | 1h 13m   | 1h 21m   | 4h 49m   | 7h 32m
2022-07-19   | 3h 7m    | 0h 25m   | 4h 23m   | 8h 23m
2022-07-20   | 0h 50m   | 0h 38m   | 6h 39m   | 8h 41m
2022-07-21   | 1h 29m   | 0h 32m   | 6h 27m   | 8h 35m
2022-07-22   | 1h 12m   | 2h 14m   | 6h 41m   | 10h 11m
2022-07-23   | 1h 6m    | 1h 32m   | 5h 27m   | 8h 21m
2022-07-24   | 1h 4m    | 1h 51m   | 4h 46m   | 7h 44m
2022-07-25   | 0h 31m   | 2h 12m   | 6h 14m   | 9h 9m
2022-07-26   | 0h 50m   | 2h 15m   | 5h 37m   | 9h 1m
2022-07-27   | 0h 57m   | 3h 2m    | 5h 52m   | 10h 22m
2022-07-28   | 0h 52m   | 2h 2m    | 5h 48m   | 9h 30m
2022-07-29   | 1h 27m   | 1h 46m   | 5h 26m   | 8h 51m
2022-07-30   | 1h 19m   | 1h 32m   | 5h 40m   | 8h 54m
2022-07-31   | 0h 59m   | 0h 9m    | 6h 35m   | 8h 30m
2022-08-01   | 1h 12m   | 1h 39m   | 5h 56m   | 9h 12m
2022-08-02   | 2h 25m   | 1h 50m   | 4h 19m   | 9h 24m
2022-08-03   | 1h 1m    | 2h 1m    | 5h 9m    | 8h 13m
2022-08-04   | 1h 5m    | 1h 52m   | 5h 46m   | 8h 46m
2022-08-05   | 1h 25m   | 1h 12m   | 5h 31m   | 8h 33m
2022-08-06   | 1h 5m    | 1h 46m   | 6h 13m   | 9h 36m
2022-08-07   | 1h 32m   | 1h 4m    | 4h 32m   | 8h 42m
2022-08-08   | 1h 14m   | 3h 29m   | 5h 14m   | 10h 22m
2022-08-09   | 1h 2m    | 1h 13m   | 5h 9m    | 8h 5m
2022-08-10   | 0h 52m   | 1h 43m   | 5h 30m   | 8h 41m
2022-08-11   | 0h 51m   | 2h 5m    | 6h 23m   | 9h 37m
2022-08-12   | 0h 40m   | 2h 35m   | 6h 34m   | 10h 9m
2022-08-13   | 0h 56m   | 1h 39m   | 5h 37m   | 9h 6m
2022-08-14   | 1h 5m    | 0h 41m   | 4h 59m   | 7h 30m
2022-08-15   | 0h 27m   | 1h 32m   | 6h 46m   | 8h 53m
2022-08-16   | 0h 49m   | 0h 59m   | 6h 58m   | 8h 58m
2022-08-17   | 1h 4m    | 2h 20m   | 6h 16m   | 9h 56m
2022-08-18   | 1h 14m   | 2h 32m   | 5h 52m   | 10h 5m
2022-08-19   | 0h 56m   | 2h 24m   | 6h 4m    | 9h 30m
2022-08-20   | 1h 1m    | 1h 50m   | 6h 8m    | 9h 22m
2022-08-21   | 0h 39m   | 2h 51m   | 6h 25m   | 10h 1m
2022-08-22   | 1h 2m    | 0h 35m   | 6h 53m   | 9h 7m
2022-08-23   | 1h 20m   | 3h 5m    | 4h 48m   | 9h 27m
2022-08-24   | 0h 58m   | 2h 33m   | 5h 34m   | 9h 19m
2022-08-25   | 1h 11m   | 3h 6m    | 5h 12m   | 9h 43m
2022-08-26   | 0h 39m   | 3h 14m   | 5h 31m   | 9h 36m
2022-08-27   | 1h 6m    | 1h 32m   | 6h 20m   | 9h 16m
2022-08-28   | 0h 59m   | 1h 25m   | 6h 53m   | 9h 31m
2022-08-29   | 1h 1m    | 2h 7m    | 5h 26m   | 8h 40m
2022-08-30   | 1h 5m    | 2h 3m    | 5h 21m   | 8h 56m
2022-08-31   | 0h 18m   | 2h 24m   | 6h 31m   | 9h 29m
2022-09-01   | 0h 37m   | 1h 44m   | 6h 16m   | 9h 36m
2022-09-02   | 1h 8m    | 1h 54m   | 5h 46m   | 8h 56m
2022-09-03   | 0h 40m   | 2h 4m    | 5h 40m   | 8h 58m
2022-09-04   | 0h 47m   | 1h 30m   | 7h 20m   | 10h 21m
2022-09-05   | 0h 56m   | 1h 21m   | 5h 47m   | 9h 3m
2022-09-06   | 1h 33m   | 2h 19m   | 5h 41m   | 9h 43m
2022-09-07   | 2h 17m   | 2h 38m   | 4h 27m   | 9h 34m
2022-09-08   | 1h 11m   | 2h 20m   | 5h 37m   | 9h 15m
2022-09-09   | 1h 32m   | 1h 52m   | 5h 14m   | 8h 49m
2022-09-10   | 1h 10m   | 2h 51m   | 4h 49m   | 9h 6m
2022-09-11   | 1h 5m    | 1h 2m    | 5h 6m    | 7h 34m
2022-09-12   | 1h 26m   | 1h 41m   | 5h 18m   | 8h 43m
2022-09-13   | 1h 25m   | 2h 50m   | 4h 45m   | 9h 24m
2022-09-14   | 0h 33m   | 2h 35m   | 6h 10m   | 9h 35m
2022-09-15   | 1h 20m   | 1h 39m   | 6h 14m   | 10h 34m
2022-09-16   | 0h 39m   | 1h 55m   | 6h 45m   | 9h 38m
2022-09-17   | 0h 54m   | 1h 38m   | 4h 54m   | 7h 57m
2022-09-18   | 0h 50m   | 1h 57m   | 5h 54m   | 9h 5m
2022-09-19   | 0h 55m   | 1h 58m   | 5h 44m   | 8h 50m
2022-09-20   | 0h 48m   | 2h 2m    | 6h 23m   | 9h 31m
2022-09-21   | 1h 24m   | 1h 31m   | 5h 22m   | 9h 16m
2022-09-22   | 0h 26m   | 1h 28m   | 7h 22m   | 10h 3m
2022-09-23   | 0h 22m   | 2h 32m   | 6h 15m   | 9h 33m
2022-09-24   | 1h 29m   | 2h 8m    | 5h 16m   | 9h 29m
2022-09-25   | 1h 1m    | 1h 58m   | 6h 10m   | 9h 27m
2022-09-26   | 0h 48m   | 1h 29m   | 6h 29m   | 8h 59m
2022-09-27   | 1h 33m   | 1h 54m   | 5h 47m   | 9h 32m
2022-09-28   | 1h 3m    | 1h 46m   | 5h 16m   | 8h 17m
2022-09-29   | 1h 9m    | 1h 33m   | 5h 59m   | 8h 54m
2022-09-30   | 1h 20m   | 1h 29m   | 5h 19m   | 8h 11m
2022-10-01   | 0h 58m   | 1h 36m   | 5h 10m   | 7h 54m
2022-10-02   | 1h 25m   | 1h 39m   | 5h 51m   | 8h 55m
2022-10-03   | 0h 48m   | 1h 10m   | 5h 53m   | 8h 31m
2022-10-04   | 1h 7m    | 1h 43m   | 5h 47m   | 8h 46m
2022-10-05   | 0h 18m   | 1h 43m   | 6h 6m    | 8h 12m
2022-10-06   | 0h 32m   | 2h 23m   | 6h 38m   | 9h 53m
2022-10-07   | 0h 53m   | 2h 6m    | 5h 14m   | 8h 38m
2022-10-08   | 1h 11m   | 1h 13m   | 4h 27m   | 7h 1m
2022-10-09   | 0h 52m   | 3h 5m    | 6h 18m   | 10h 18m
2022-10-10   | 0h 16m   | 1h 8m    | 7h 39m   | 9h 18m
2022-10-11   | 1h 9m    | 2h 6m    | 5h 57m   | 9h 20m
2022-10-12   | 1h 5m    | 1h 49m   | 6h 16m   | 9h 25m
2022-10-13   | 1h 9m    | 1h 19m   | 6h 10m   | 8h 53m
2022-10-14   | 1h 26m   | 1h 55m   | 6h 5m    | 9h 29m
2022-10-15   | 1h 20m   | 0h 21m   | 4h 51m   | 7h 19m
2022-10-16   | 1h 29m   | 0h 55m   | 4h 43m   | 7h 12m
2022-10-17   | 1h 9m    | 1h 24m   | 6h 13m   | 8h 47m
2022-10-18   | 1h 22m   | 2h 8m    | 7h 0m    | 10h 35m
2022-10-19   | 1h 3m    | 1h 37m   | 7h 19m   | 10h 12m
2022-10-20   | 1h 17m   | 2h 19m   | 5h 35m   | 9h 31m
2022-10-21   | 0h 55m   | 2h 7m    | 6h 21m   | 9h 35m
2022-10-22   | 0h 53m   | 1h 8m    | 7h 5m    | 9h 19m
2022-10-23   | 0h 41m   | 1h 32m   | 6h 29m   | 9h 11m
2022-10-24   | 0h 49m   | 2h 11m   | 5h 48m   | 9h 4m
2022-10-25   | 0h 58m   | 1h 0m    | 5h 50m   | 8h 18m
2022-10-26   | 1h 0m    | 1h 59m   | 6h 21m   | 9h 39m
2022-10-27   | 0h 43m   | 1h 35m   | 6h 23m   | 9h 2m
2022-10-28   | 0h 37m   | 1h 23m   | 6h 38m   | 8h 56m
2022-10-29   | 0h 45m   | 1h 56m   | 5h 59m   | 8h 45m
2022-10-30   | 1h 23m   | 2h 16m   | 5h 41m   | 9h 21m
2022-10-31   | 0h 58m   | 1h 46m   | 6h 30m   | 9h 26m
2022-11-01   | 0h 35m   | 1h 38m   | 6h 16m   | 8h 54m
2022-11-02   | 0h 41m   | 1h 39m   | 6h 51m   | 9h 20m
2022-11-03   | 1h 19m   | 2h 0m    | 5h 13m   | 8h 36m
2022-11-04   | 1h 7m    | 1h 39m   | 6h 4m    | 9h 3m
2022-11-05   | 1h 37m   | 2h 28m   | 4h 37m   | 9h 14m
2022-11-06   | 0h 52m   | 1h 11m   | 6h 26m   | 10h 1m
2022-11-07   | 1h 20m   | 2h 18m   | 5h 19m   | 9h 13m
2022-11-08   | 1h 7m    | 2h 47m   | 5h 25m   | 9h 43m
2022-11-09   | 0h 36m   | 2h 34m   | 5h 54m   | 9h 14m
2022-11-10   | 0h 25m   | 3h 48m   | 5h 5m    | 9h 31m
2022-11-11   | 0h 30m   | 1h 46m   | 6h 46m   | 9h 25m
2022-11-12   | 0h 22m   | 2h 0m    | 5h 13m   | 7h 49m
2022-11-13   | 1h 5m    | 1h 31m   | 6h 46m   | 9h 31m
2022-11-14   | 1h 17m   | 1h 47m   | 6h 1m    | 9h 30m
2022-11-15   | 1h 32m   | 3h 21m   | 4h 9m    | 9h 16m
2022-11-16   | 0h 29m   | 2h 2m    | 7h 17m   | 10h 2m
2022-11-17   | 1h 4m    | 2h 49m   | 5h 13m   | 9h 25m
2022-11-18   | 1h 2m    | 1h 9m    | 5h 41m   | 8h 50m
2022-11-19   | 0h 45m   | 2h 0m    | 5h 47m   | 9h 12m
2022-11-20   | 1h 15m   | 0h 39m   | 5h 7m    | 8h 12m
2022-11-21   | 1h 1m    | 3h 34m   | 6h 3m    | 10h 54m
2022-11-22   | 1h 3m    | 2h 20m   | 6h 9m    | 9h 44m
2022-11-23   | 0h 49m   | 3h 25m   | 4h 39m   | 9h 49m
2022-11-24   | 0h 13m   | 1h 19m   | 6h 35m   | 8h 53m
2022-11-25   | 1h 0m    | 1h 2m    | 5h 34m   | 8h 22m
2022-11-26   | 0h 41m   | 2h 14m   | 4h 52m   | 8h 54m
2022-11-27   | 0h 46m   | 0h 56m   | 5h 7m    | 7h 37m
2022-11-28   | 0h 15m   | 3h 40m   | 6h 15m   | 10h 10m
2022-11-29   | 1h 3m    | 3h 38m   | 5h 23m   | 10h 5m
2022-11-30   | 0h 51m   | 2h 29m   | 6h 9m    | 9h 34m
2022-12-01   | 0h 55m   | 2h 14m   | 5h 32m   | 8h 48m
2022-12-02   | 0h 39m   | 0h 50m   | 6h 29m   | 8h 18m
2022-12-03   | 1h 31m   | 1h 54m   | 4h 43m   | 8h 19m
2022-12-04   | 1h 36m   | 0h 0m    | 5h 3m    | 8h 53m
2022-12-05   | 1h 7m    | 1h 22m   | 6h 45m   | 9h 44m
