GARMIN CONSOLIDATED SLEEP REPORT
===============================

Date         | Deep     | REM      | Light    | Total
2025-11-19   | 1h 8m    | 1h 22m   | 6h 27m   | 9h 39m
2025-11-20   | 0h 46m   | 1h 55m   | 4h 57m   | 8h 59m
2025-11-21   | 0h 41m   | 1h 42m   | 6h 14m   | 9h 3m
2025-11-22   | 0h 46m   | 1h 19m   | 6h 5m    | 8h 37m
2025-11-23   | 0h 43m   | 0h 50m   | 5h 15m   | 7h 44m
2025-11-24   | 0h 20m   | 1h 24m   | 5h 8m    | 6h 58m
2025-11-25   | 0h 49m   | 1h 29m   | 6h 13m   | 8h 58m
2025-11-26   | 0h 51m   | 0h 49m   | 4h 52m   | 7h 20m
2025-11-27   | 0h 55m   | 0h 24m   | 6h 4m    | 9h 20m
2025-11-28   | 0h 27m   | 0h 38m   | 6h 3m    | 7h 17m
2025-11-29   | 0h 36m   | 1h 42m   | 3h 52m   | 6h 38m
2025-11-30   | 1h 11m   | 0h 59m   | 5h 54m   | 8h 15m
2025-12-01   | 1h 38m   | 2h 1m    | 4h 24m   | 8h 42m
2025-12-02   | 0h 48m   | 1h 11m   | 5h 17m   | 7h 29m
2025-12-03   | 0h 34m   | 1h 37m   | 7h 6m    | 9h 44m
2025-12-04   | 1h 1m    | 1h 36m   | 5h 43m   | 8h 59m
2025-12-05   | 0h 53m   | 1h 44m   | 5h 21m   | 8h 13m
2025-12-06   | 0h 48m   | 1h 52m   | 5h 12m   | 8h 22m
2025-12-07   | 1h 37m   | 0h 40m   | 4h 29m   | 7h 55m
2025-12-09   | 0h 44m   | 0h 52m   | 6h 9m    | 8h 25m
2025-12-10   | 0h 46m   | 1h 38m   | 6h 11m   | 8h 40m
2025-12-11   | 1h 36m   | 1h 37m   | 6h 5m    | 9h 36m
2025-12-12   | 0h 48m   | 1h 9m    | 6h 20m   | 8h 50m
2025-12-13   | 1h 15m   | 1h 45m   | 5h 24m   | 9h 4m
2025-12-14   | 0h 44m   | 1h 4m    | 5h 17m   | 7h 30m
2025-12-16   | 1h 16m   | 1h 46m   | 6h 18m   | 10h 18m
2025-12-17   | 0h 29m   | 1h 58m   | 5h 57m   | 9h 13m
2025-12-18   | 1h 16m   | 2h 14m   | 5h 6m    | 9h 22m
2025-12-19   | 1h 40m   | 1h 7m    | 6h 0m    | 9h 20m
2025-12-20   | 0h 23m   | 0h 48m   | 6h 44m   | 8h 28m
2025-12-21   | 0h 59m   | 0h 53m   | 5h 27m   | 8h 20m
2025-12-22   | 0h 59m   | 1h 12m   | 4h 36m   | 8h 26m
2025-12-23   | 1h 8m    | 0h 58m   | 5h 47m   | 8h 39m
2025-12-24   | 0h 48m   | 1h 37m   | 7h 5m    | 10h 50m
2025-12-26   | 1h 32m   | 1h 30m   | 5h 34m   | 8h 38m
2025-12-27   | 1h 26m   | 0h 44m   | 5h 24m   | 8h 9m
2025-12-28   | 1h 10m   | 0h 52m   | 5h 20m   | 8h 12m
2025-12-29   | 1h 28m   | 1h 46m   | 5h 25m   | 9h 13m
2025-12-30   | 0h 59m   | 1h 36m   | 6h 20m   | 9h 16m
2025-12-31   | 0h 59m   | 0h 36m   | 5h 51m   | 7h 39m
2026-01-01   | 1h 34m   | 1h 43m   | 5h 28m   | 9h 14m
2026-01-02   | 1h 38m   | 1h 1m    | 5h 58m   | 9h 4m
2026-01-03   | 1h 33m   | 1h 25m   | 5h 30m   | 9h 1m
2026-01-04   | 0h 33m   | 1h 34m   | 6h 27m   | 9h 14m
2026-01-05   | 0h 52m   | 1h 38m   | 6h 40m   | 9h 21m
2026-01-06   | 0h 46m   | 1h 20m   | 6h 9m    | 9h 21m
2026-01-07   | 1h 25m   | 2h 0m    | 5h 9m    | 8h 44m
2026-01-08   | 1h 0m    | 2h 14m   | 5h 21m   | 9h 20m
2026-01-09   | 1h 0m    | 1h 17m   | 6h 28m   | 9h 32m
2026-01-10   | 0h 44m   | 1h 36m   | 5h 59m   | 8h 44m
2026-01-11   | 1h 16m   | 1h 8m    | 5h 6m    | 8h 11m
2026-01-12   | 0h 46m   | 1h 31m   | 6h 29m   | 9h 6m
2026-01-13   | 0h 29m   | 1h 20m   | 6h 8m    | 8h 20m
2026-01-14   | 1h 6m    | 1h 44m   | 6h 4m    | 9h 42m
2026-01-15   | 1h 14m   | 0h 32m   | 5h 33m   | 9h 1m
2026-01-16   | 1h 18m   | 2h 4m    | 6h 42m   | 10h 21m
2026-01-17   | 1h 12m   | 1h 6m    | 4h 39m   | 7h 2m
2026-01-18   | 1h 22m   | 1h 30m   | 6h 2m    | 10h 7m
2026-01-19   | 1h 7m    | 1h 30m   | 4h 55m   | 7h 33m
2026-01-20   | 1h 32m   | 0h 34m   | 6h 33m   | 10h 2m
2026-01-21   | 1h 34m   | 1h 21m   | 5h 31m   | 9h 22m
2026-01-22   | 1h 3m    | 1h 8m    | 6h 42m   | 9h 32m
2026-01-23   | 0h 46m   | 0h 56m   | 6h 13m   | 8h 37m
2026-01-24   | 1h 17m   | 1h 54m   | 6h 40m   | 10h 41m
2026-01-25   | 1h 36m   | 1h 15m   | 4h 58m   | 7h 51m
2026-01-26   | 0h 58m   | 0h 55m   | 5h 49m   | 8h 29m
2026-01-27   | 1h 36m   | 1h 9m    | 5h 54m   | 9h 11m
2026-01-28   | 1h 42m   | 1h 6m    | 4h 58m   | 8h 11m
2026-01-29   | 1h 26m   | 1h 51m   | 5h 18m   | 8h 47m
2026-01-30   | 0h 50m   | 2h 23m   | 6h 10m   | 10h 7m
2026-01-31   | 1h 36m   | 1h 54m   | 5h 12m   | 9h 40m
2026-02-01   | 0h 59m   | 0h 51m   | 4h 37m   | 7h 33m
2026-02-02   | 0h 58m   | 1h 7m    | 6h 22m   | 9h 27m
2026-02-03   | 1h 2m    | 2h 8m    | 6h 47m   | 10h 42m
2026-02-04   | 1h 16m   | 0h 54m   | 6h 15m   | 9h 54m
2026-02-05   | 0h 37m   | 1h 38m   | 6h 7m    | 9h 8m
2026-02-06   | 1h 16m   | 1h 32m   | 5h 41m   | 9h 11m
2026-02-07   | 0h 52m   | 2h 0m    | 6h 5m    | 9h 6m
2026-02-08   | 1h 52m   | 1h 43m   | 4h 9m    | 8h 2m
2026-02-09   | 1h 2m    | 0h 38m   | 5h 14m   | 7h 20m
2026-02-10   | 1h 37m   | 1h 6m    | 7h 1m    | 10h 49m
2026-02-11   | 0h 49m   | 1h 1m    | 5h 53m   | 7h 55m
2026-02-12   | 1h 48m   | 1h 45m   | 5h 8m    | 10h 15m
2026-02-13   | 1h 14m   | 0h 50m   | 6h 56m   | 9h 34m
2026-02-14   | 0h 50m   | 2h 20m   | 6h 21m   | 9h 36m
2026-02-15   | 0h 39m   | 1h 18m   | 6h 57m   | 9h 19m
2026-02-16   | 0h 48m   | 1h 43m   | 6h 8m    | 9h 21m
2026-02-17   | 0h 52m   | 2h 36m   | 6h 7m    | 9h 51m
2026-02-18   | 0h 59m   | 1h 21m   | 6h 31m   | 9h 37m
2026-02-19   | 0h 34m   | 1h 54m   | 3h 55m   | 6h 25m
2026-02-20   | 1h 18m   | 1h 22m   | 6h 20m   | 11h 0m
2026-02-21   | 0h 54m   | 2h 16m   | 4h 49m   | 9h 5m
2026-02-22   | 1h 4m    | 1h 10m   | 5h 47m   | 8h 48m
2026-02-23   | 1h 2m    | 1h 28m   | 6h 3m    | 9h 51m
